feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
1.634004909201229,0.09067780177415541,-0.7869526918544842,1.1724314833252403,2.2596543127888173,1.065963719731826,0.01783225452975753,-1.5425455490362259,-1.4461471408256195,0.23479305240832105,-1.202671507771992,0.8571264440703839,0.14428079713428796,0.03756685870725232,-2.4340072990981647,-5.5555085520453655,-0.3466706835459519,-2.2215577614472624,-5.004515112011331,-0.8331415233289663,0
1.78964920861327,1.0883724238065073,-0.2309889701633424,2.2140752597332454,-2.1277816765241613,-0.49736953314026283,0.7145497614635058,0.06643721806405023,-4.808627188211552,0.007712777720711994,0.13394188295201317,0.6945283651019338,-1.4364572886653912,0.3090544381042879,2.169433755391612,-1.5524115977911617,1.4818809930627912,-1.8611887009878894,-0.6666892825373566,0.574386351133876,0
-2.3556434235645876,2.218601462118448,-1.6032692503126351,0.8733937439215353,0.40148310163780543,0.7172635437832151,-0.8593992108172007,-1.0421902149213798,-2.1759651635015973,0.9802308398956829,1.4985463606698537,0.5444338239034117,-2.4662579537560165,-0.47025571626635737,0.07301843867875613,-2.2035313023963923,-2.2992625816341477,-1.742760937584253,-0.27157945768521913,-0.35928530430641653,0
-1.5961984381371241,-0.8574272400027705,1.7724336563499823,-0.6393612815270262,1.4194090709509923,-0.43852450560498196,0.28194887380905115,2.3451447234710336,1.0062296174473873,0.3891351807136445,0.238566126142076,-1.0250508969745709,-2.422974575925319,1.5798069574015499,-0.30071336372092894,4.26712005055261,2.8937751374064606,1.2366972773578149,6.034785453185585,-0.045710754645827495,0
2.8400489223571164,-2.4896002093666216,-0.8449020821702086,-1.5943617944420723,-4.688516860013303,0.45963731807481595,0.9136072175680342,-1.143504812546336,1.2639372826816937,-2.0409277704847444,0.6756644532569765,4.176423682994823,1.3417423270599946,0.1335654155359782,1.7438193310994725,1.5311883051385262,2.2698079978592083,0.05348895364493855,-3.151109495759724,1.6037018554669304,0
1.5805870754086482,0.43576835822717763,0.1840960479386764,-2.4071140619434392,-3.6353294926850723,-0.5927992331786469,-0.023393960243946223,-2.167271609528518,2.0169566462332233,-1.7056691667740158,-1.1013266287697099,-3.2688300227665037,2.7735566480245173,-2.382762352073065,2.712425693014858,5.901930997231913,0.09122446799216166,-0.11674086645336967,-1.1300364066956607,-0.48016958420723416,0
2.019605517311481,-3.9261910127936313,-3.545441961439047,-0.3930299571437278,1.1114320544978755,-0.09427271723096599,0.18146106348063867,-0.10164087439060698,-4.912844527884812,-1.8108071286290333,0.039569724133648135,-0.3151095819950902,-9.946681004577195,-1.3135277983539944,1.1654448173413745,8.87209637957218,6.3902533300564865,-3.850770458644704,-1.7445995625031558,-0.1439999777016611,0
0.9361688824550158,0.401295047261204,1.709292218851028,1.0508259132781959,-1.6447531051031261,1.5301856237965608,-0.6421271738316033,-0.06769559501269273,-0.6854015595354916,0.04367034558241434,0.4021978249123513,-0.7786012488484919,1.7410812918289207,-2.0265777765994355,1.8232217637194612,-0.9504233532317288,-0.3423473503005896,-0.4480393645606725,-0.5265758114826407,-0.3146014474420489,0
1.3233448425509255,1.016132059267452,1.8063131759325213,1.2036805423468955,-0.22040674310400216,0.6098125198747528,0.3777117601138336,-1.9230505589179563,1.4618399863144693,-2.775015095393859,1.3429563316312263,-1.9078776407900027,4.567854008957711,1.7533751987243156,2.755434697733712,3.2685774471642888,2.9795803223341695,1.8490945003339943,1.3125683142544,-1.3180920357955057,0
-0.09628968427102014,-0.3287780407200087,0.37465246656946305,0.6829085609166974,-0.0029835469949173756,0.7082662196573998,0.7756752996156893,-0.6357831132257853,-0.3949445487877058,0.37393057689764797,0.011369908798494166,1.4751547945540044,-0.2924346816507805,1.889282454250252,-0.43185659398785514,-3.6928688146047235,-1.2131369147447386,-1.8054129293123604,-2.9380121827915655,0.7834656483247346,0
